ProjectSize,Budget,NumberOfWorkers,WeatherConditions,MaterialAvailability,TargetCompletionDate,Delayed,ProjectManagerExperience,SubcontractorReliability,RegulatoryApprovalStatus,SiteAccessibility,DailyWorkHours,NumberOfSubcontractors,ResourceAvailability,ClientDemand,EconomicConditions,PreviousDelays
892937.0,,430.0,Sunny,Low,2025-04-24,1.0,9.0,,Approved,Good,6.0,9.0,Medium,Low,Neutral,1.0
,2158084.0,303.0,Snowy,Low,2023-07-16,0.0,6.0,High,Pending,Moderate,8.0,17.0,High,,Neutral,2.0
303361.0,531553.0,330.0,Snowy,High,2025-11-07,0.0,2.0,Medium,Approved,Moderate,7.0,,Low,Low,Favorable,4.0
883103.0,,478.0,Sunny,Medium,,1.0,,Low,Pending,Good,9.0,4.0,High,Medium,Favorable,1.0
443824.0,4500533.0,328.0,Cloudy,,2024-01-19,0.0,6.0,Medium,Pending,Good,9.0,6.0,Medium,Medium,Unfavorable,2.0
825035.0,1114188.0,398.0,Sunny,High,2025-06-02,0.0,4.0,High,Approved,Moderate,9.0,15.0,High,High,Favorable,4.0
800602.0,1840704.0,388.0,Cloudy,Low,2023-01-19,1.0,4.0,High,Rejected,Good,7.0,19.0,Low,High,Neutral,
625821.0,4036424.0,138.0,,High,2023-06-02,0.0,6.0,Low,Approved,Moderate,7.0,9.0,Low,Low,Favorable,1.0
602283.0,1851300.0,485.0,Cloudy,Low,2024-09-24,0.0,1.0,Low,Rejected,Good,,11.0,Medium,High,,4.0
416928.0,1009594.0,390.0,Cloudy,Medium,2024-04-28,1.0,,Medium,Pending,Moderate,8.0,3.0,Medium,Medium,,1.0
367139.0,3042602.0,403.0,Cloudy,Medium,2024-01-30,,12.0,Low,Rejected,Poor,,15.0,Medium,,Neutral,3.0
815298.0,2743528.0,239.0,Sunny,High,2024-11-30,0.0,6.0,High,Rejected,Moderate,6.0,8.0,Low,Low,,0.0
417372.0,1067979.0,115.0,Cloudy,Low,2023-01-01,1.0,3.0,High,Pending,Poor,11.0,10.0,High,,,4.0
614237.0,4683977.0,364.0,Snowy,High,2025-03-03,0.0,7.0,High,Pending,Poor,11.0,14.0,High,,Favorable,3.0
599219.0,663259.0,63.0,Cloudy,Medium,2025-05-30,0.0,1.0,Medium,Pending,Moderate,7.0,13.0,Medium,Low,Unfavorable,3.0
675378.0,3132346.0,418.0,Sunny,High,,0.0,3.0,Medium,Approved,Good,10.0,12.0,Medium,Low,Favorable,3.0
515779.0,3733338.0,193.0,Cloudy,Medium,,0.0,2.0,High,Approved,Poor,10.0,2.0,,Medium,,1.0
110038.0,3118208.0,128.0,Cloudy,High,2025-09-30,0.0,7.0,Medium,Pending,Moderate,11.0,,,Low,,1.0
847844.0,3881401.0,274.0,Rainy,Low,2024-12-27,1.0,12.0,High,Approved,Poor,6.0,4.0,Medium,Low,Favorable,2.0
519903.0,2476416.0,296.0,Rainy,Medium,2023-07-31,0.0,14.0,High,Approved,Good,6.0,1.0,High,High,Unfavorable,1.0
742058.0,2529874.0,194.0,Rainy,High,2024-03-16,1.0,19.0,High,Pending,Good,8.0,2.0,Low,Low,Unfavorable,4.0
455105.0,2235195.0,289.0,Cloudy,Medium,,0.0,16.0,High,Rejected,Good,6.0,3.0,Medium,High,Neutral,0.0
,4253717.0,183.0,,Low,,0.0,12.0,Medium,Rejected,Poor,8.0,18.0,Medium,Low,Unfavorable,0.0
864379.0,713973.0,318.0,Rainy,Low,2023-07-05,0.0,11.0,Medium,Pending,Moderate,6.0,11.0,Medium,High,Unfavorable,1.0
502320.0,2051041.0,,Snowy,Medium,2023-03-25,,6.0,Medium,Approved,Moderate,8.0,3.0,Low,Low,Unfavorable,2.0
896787.0,3200013.0,,Cloudy,High,2024-11-29,0.0,4.0,Low,,Good,10.0,2.0,Medium,Low,Unfavorable,1.0
947299.0,2076188.0,117.0,Rainy,High,,0.0,5.0,Medium,Pending,Moderate,10.0,4.0,High,Low,Unfavorable,4.0
692229.0,3698958.0,195.0,Sunny,High,2023-01-31,1.0,10.0,High,Rejected,Good,9.0,19.0,Medium,Low,,1.0
668291.0,558617.0,115.0,Cloudy,,2023-11-09,0.0,11.0,Medium,Rejected,Poor,9.0,3.0,,High,Neutral,2.0
847751.0,2226573.0,323.0,Sunny,High,2025-11-27,0.0,3.0,Low,,Poor,8.0,,Medium,Medium,Neutral,0.0
701789.0,1795906.0,152.0,Sunny,,2025-05-22,0.0,,Low,,Good,7.0,,High,Low,Neutral,0.0
827084.0,971655.0,63.0,Cloudy,High,2023-01-01,0.0,4.0,Low,Rejected,Poor,10.0,6.0,,Medium,Favorable,
116191.0,4705509.0,109.0,Snowy,Low,,0.0,3.0,,,Moderate,,2.0,High,Low,Unfavorable,1.0
896201.0,3139486.0,315.0,Snowy,Low,2025-03-23,0.0,10.0,High,Approved,Poor,8.0,19.0,Medium,High,Neutral,3.0
713297.0,1357925.0,,Cloudy,Low,2023-08-28,0.0,5.0,Low,Pending,Moderate,10.0,19.0,High,Medium,Neutral,0.0
705573.0,,230.0,Rainy,Low,2023-07-16,0.0,4.0,High,Approved,Moderate,7.0,9.0,Medium,High,Neutral,3.0
,4201131.0,322.0,,Medium,2024-08-16,0.0,14.0,Medium,Approved,Poor,9.0,6.0,High,Low,Neutral,0.0
858958.0,3691775.0,178.0,Rainy,Low,2023-05-28,1.0,7.0,Medium,Pending,Moderate,10.0,16.0,Medium,Medium,,0.0
149491.0,4090241.0,161.0,Rainy,Low,2024-02-27,0.0,16.0,Low,Approved,,9.0,9.0,Low,High,Favorable,0.0
,4935647.0,241.0,Sunny,Medium,2024-09-09,,12.0,Low,Approved,Poor,,16.0,High,Low,Favorable,4.0
990812.0,597412.0,125.0,Cloudy,Medium,2024-08-12,,1.0,Low,Pending,Moderate,8.0,8.0,High,Medium,Favorable,2.0
610484.0,3722585.0,144.0,Snowy,High,2025-01-23,0.0,7.0,Medium,Pending,Poor,,,Low,High,Favorable,3.0
279930.0,2848201.0,351.0,Cloudy,Medium,2024-01-24,0.0,18.0,High,Pending,Good,11.0,12.0,High,Low,Favorable,4.0
149352.0,4461614.0,448.0,Rainy,Low,2025-07-14,0.0,9.0,High,Pending,Poor,8.0,4.0,Medium,Medium,Unfavorable,
332087.0,1532141.0,61.0,Rainy,Medium,2023-12-25,1.0,16.0,High,Rejected,Poor,8.0,6.0,Medium,Low,Favorable,0.0
824252.0,,,Sunny,High,2025-10-23,0.0,6.0,Low,Approved,Moderate,9.0,7.0,High,,Favorable,4.0
788053.0,4185538.0,161.0,Snowy,High,,0.0,4.0,Low,Approved,Good,10.0,19.0,High,Low,Neutral,1.0
971723.0,1682690.0,304.0,Snowy,Low,2025-07-02,0.0,4.0,High,,Good,11.0,17.0,High,Low,Neutral,0.0
317726.0,1427377.0,403.0,,Low,2025-07-28,1.0,14.0,Medium,Rejected,Good,9.0,10.0,Low,High,,3.0
743418.0,4130408.0,456.0,Sunny,,2023-02-13,0.0,16.0,High,Approved,Poor,10.0,19.0,Medium,,Unfavorable,1.0
871274.0,2983163.0,471.0,Cloudy,Medium,,0.0,,High,Pending,Good,7.0,4.0,,High,Neutral,0.0
278573.0,4898442.0,404.0,Cloudy,High,2024-09-30,0.0,19.0,High,Rejected,Moderate,9.0,,High,High,Unfavorable,3.0
271572.0,3885429.0,,Sunny,Medium,2023-03-23,1.0,,High,,Moderate,10.0,12.0,High,Low,Favorable,3.0
541597.0,976728.0,377.0,Sunny,Medium,,1.0,18.0,High,Approved,Poor,11.0,10.0,Medium,Low,Neutral,1.0
723629.0,4506714.0,325.0,Rainy,High,2023-07-20,0.0,,Low,Approved,Moderate,6.0,11.0,Medium,Low,Favorable,2.0
,3351642.0,,,High,2023-06-16,0.0,19.0,Medium,Rejected,Good,6.0,14.0,High,High,Neutral,3.0
774889.0,1165341.0,286.0,Sunny,Medium,2025-07-24,,8.0,High,Pending,Good,9.0,19.0,Medium,,Neutral,2.0
679217.0,4851778.0,103.0,Sunny,Low,2025-06-14,,,Low,Pending,Poor,10.0,17.0,High,,Neutral,2.0
,1029498.0,244.0,Cloudy,High,2025-11-25,0.0,19.0,Medium,Approved,Moderate,7.0,2.0,Medium,Medium,Favorable,2.0
242087.0,3536648.0,306.0,Snowy,Medium,,0.0,15.0,Low,,Good,10.0,7.0,Low,Low,Neutral,0.0
242308.0,4311706.0,300.0,Rainy,,2025-12-14,,6.0,High,Rejected,Moderate,8.0,15.0,High,Medium,Unfavorable,1.0
212160.0,596801.0,,Sunny,Low,2025-12-20,0.0,5.0,Medium,Approved,Poor,10.0,,Medium,High,Favorable,2.0
924420.0,4802151.0,142.0,Snowy,Low,2024-09-29,0.0,12.0,Medium,Rejected,,8.0,9.0,Low,High,Neutral,1.0
278240.0,1481541.0,153.0,,High,2023-06-23,,18.0,High,Pending,Moderate,8.0,7.0,,Low,Favorable,2.0
182350.0,,317.0,Cloudy,Medium,,1.0,18.0,Medium,Rejected,Poor,10.0,,Medium,High,Unfavorable,2.0
748531.0,2959093.0,146.0,Cloudy,High,2025-08-30,0.0,6.0,Low,Rejected,Good,8.0,9.0,Low,High,Favorable,1.0
700847.0,3543721.0,73.0,Rainy,High,2023-11-12,0.0,10.0,High,Pending,Good,6.0,,,Low,Neutral,4.0
928580.0,969140.0,373.0,Snowy,Medium,2024-06-17,0.0,13.0,Medium,Pending,Good,6.0,4.0,Low,Low,Favorable,1.0
837796.0,2283868.0,448.0,Sunny,Low,2024-02-21,1.0,12.0,High,Approved,Poor,10.0,4.0,Low,Medium,Neutral,2.0
643780.0,1557293.0,262.0,Snowy,High,2024-03-25,0.0,2.0,High,Approved,Poor,11.0,15.0,Low,High,Unfavorable,4.0
407562.0,4345614.0,289.0,Cloudy,,2023-02-04,0.0,8.0,High,Pending,Moderate,7.0,19.0,High,Medium,Favorable,1.0
130170.0,4717616.0,424.0,Sunny,Medium,2024-05-25,1.0,1.0,Medium,Pending,Poor,6.0,15.0,High,High,,0.0
940783.0,1191185.0,176.0,Rainy,High,2023-10-27,1.0,15.0,High,,,10.0,9.0,Medium,Medium,Unfavorable,4.0
909484.0,4982146.0,59.0,Sunny,High,2023-01-11,1.0,15.0,High,Approved,Good,10.0,10.0,Medium,Medium,Unfavorable,
343622.0,2920452.0,452.0,Snowy,Medium,2023-03-01,0.0,8.0,,Pending,Moderate,9.0,,Medium,High,,2.0
862660.0,2868837.0,384.0,Cloudy,Low,2025-05-30,0.0,13.0,Medium,Approved,,11.0,9.0,Medium,Low,Neutral,
462998.0,1487998.0,243.0,Cloudy,High,,0.0,4.0,Low,Approved,Poor,,14.0,Medium,Medium,Unfavorable,3.0
424608.0,812575.0,482.0,Cloudy,Low,2025-07-29,0.0,17.0,Low,Pending,Moderate,10.0,6.0,Low,High,Neutral,1.0
906849.0,,119.0,Snowy,Medium,2023-09-13,,5.0,High,,Good,9.0,4.0,High,Medium,Favorable,
941625.0,716604.0,176.0,Rainy,Medium,2023-01-12,0.0,9.0,Medium,Pending,Poor,8.0,9.0,Low,Medium,Neutral,0.0
746312.0,2610275.0,331.0,Rainy,Medium,2025-07-19,0.0,4.0,Medium,Approved,Moderate,8.0,,High,Low,Neutral,1.0
749224.0,4968179.0,408.0,Snowy,,2025-04-11,0.0,1.0,Low,,,,1.0,High,Low,Neutral,4.0
609158.0,975271.0,,Snowy,High,2025-08-04,1.0,,Low,Approved,Moderate,11.0,,Medium,High,Favorable,4.0
347995.0,537978.0,239.0,Cloudy,High,2025-09-27,1.0,,Low,Pending,Moderate,7.0,17.0,,Medium,,4.0
669164.0,3763212.0,84.0,,,2025-05-22,0.0,2.0,High,Approved,Moderate,11.0,12.0,High,Low,Favorable,3.0
526116.0,,239.0,Rainy,Medium,2023-09-04,1.0,13.0,High,Approved,Poor,8.0,8.0,Low,Medium,,4.0
215074.0,2920555.0,408.0,Sunny,Medium,2024-01-05,0.0,12.0,Medium,Rejected,Moderate,7.0,7.0,Medium,Medium,Unfavorable,
859549.0,4875489.0,455.0,Rainy,Medium,2023-08-07,0.0,5.0,Medium,Approved,Moderate,7.0,,Low,Low,Neutral,1.0
509396.0,4200174.0,155.0,Rainy,Low,2024-09-30,0.0,4.0,Medium,Rejected,Good,,,Medium,,Unfavorable,4.0
721935.0,,,Sunny,,2024-03-29,1.0,,Low,Approved,Moderate,7.0,4.0,Low,Low,Neutral,1.0
410923.0,3747736.0,,Snowy,High,2024-11-15,0.0,19.0,Low,Approved,Moderate,,14.0,Low,High,Neutral,0.0
846696.0,1404975.0,,Cloudy,Low,2024-01-29,0.0,,Low,,Good,8.0,8.0,Low,Low,Neutral,1.0
268383.0,4565940.0,453.0,Rainy,Medium,2023-09-27,0.0,6.0,High,Pending,,10.0,,Low,Low,Neutral,
231869.0,2100505.0,296.0,,Medium,2024-06-09,,,Medium,Approved,Poor,9.0,12.0,Medium,High,,
707430.0,2781214.0,111.0,,High,2024-08-06,,11.0,High,,Moderate,8.0,7.0,,,Favorable,0.0
855056.0,4637798.0,256.0,Snowy,High,2023-04-19,0.0,6.0,Medium,Rejected,Poor,11.0,13.0,Medium,Medium,Unfavorable,4.0
952046.0,3562185.0,373.0,Rainy,,2023-09-12,0.0,3.0,Medium,Pending,,8.0,3.0,Medium,Low,Neutral,0.0
869796.0,641876.0,295.0,Snowy,Medium,2024-05-18,0.0,16.0,Low,Rejected,Poor,10.0,6.0,,,Favorable,
326366.0,,153.0,Cloudy,Low,2024-07-13,0.0,13.0,High,,Moderate,10.0,5.0,Low,Low,Neutral,1.0
520818.0,3213288.0,86.0,Cloudy,Low,2024-04-25,0.0,2.0,Low,Approved,Good,7.0,4.0,Low,Medium,Unfavorable,0.0
998291.0,4885941.0,166.0,Cloudy,Medium,2024-11-08,0.0,4.0,High,Pending,Good,,7.0,Medium,High,Favorable,0.0
832425.0,1109211.0,358.0,Snowy,High,2025-12-05,0.0,17.0,Medium,Pending,Good,11.0,14.0,High,,Neutral,1.0
881175.0,3548284.0,140.0,Rainy,Medium,,0.0,1.0,Medium,Rejected,Poor,7.0,14.0,Medium,Medium,Favorable,0.0
339904.0,4577590.0,194.0,Cloudy,Medium,,0.0,7.0,Low,Rejected,Moderate,6.0,7.0,Medium,High,Unfavorable,1.0
107061.0,3123978.0,265.0,Sunny,Medium,2025-01-12,,7.0,,Rejected,Moderate,11.0,11.0,Low,High,Neutral,4.0
661330.0,1310298.0,63.0,Snowy,Low,2025-04-16,0.0,14.0,,Pending,Good,8.0,9.0,Low,High,Unfavorable,2.0
943055.0,4358390.0,304.0,,Low,2025-03-30,0.0,5.0,Low,Approved,Good,,4.0,Low,,Favorable,2.0
233763.0,4498403.0,493.0,Cloudy,Low,2023-12-12,0.0,19.0,Low,Pending,,11.0,8.0,Low,Low,Favorable,0.0
109425.0,3161476.0,482.0,Rainy,Low,2024-03-22,0.0,1.0,Medium,Approved,Good,8.0,15.0,Medium,High,Favorable,2.0
,4436069.0,381.0,,Low,2024-09-19,,13.0,High,Rejected,Poor,8.0,3.0,Low,Medium,Favorable,2.0
926217.0,1076036.0,214.0,Snowy,Low,2023-10-13,1.0,,Low,Approved,Poor,10.0,4.0,Medium,Low,Unfavorable,2.0
779545.0,1060541.0,,Cloudy,,2025-09-11,1.0,9.0,High,Rejected,Moderate,9.0,6.0,High,High,Unfavorable,0.0
178645.0,3630174.0,392.0,Rainy,Low,2024-06-05,0.0,16.0,High,Rejected,Moderate,9.0,12.0,Low,Medium,Favorable,2.0
692305.0,1000210.0,317.0,Rainy,Medium,2025-01-17,0.0,4.0,Low,Approved,Good,8.0,16.0,Medium,Medium,Unfavorable,3.0
972018.0,774239.0,107.0,Sunny,Low,2025-06-02,1.0,11.0,,Pending,Poor,,5.0,High,High,Favorable,2.0
437769.0,2393283.0,252.0,Cloudy,Medium,2025-02-23,0.0,,Medium,Approved,Moderate,9.0,15.0,Low,Low,Favorable,4.0
126658.0,1252994.0,370.0,Cloudy,Medium,2023-06-13,1.0,8.0,Medium,Rejected,Poor,6.0,19.0,Low,Medium,Neutral,1.0
917662.0,4265554.0,248.0,,Medium,2025-01-18,0.0,11.0,Low,Rejected,Poor,11.0,3.0,High,,Favorable,2.0
671342.0,,245.0,Snowy,,2025-09-29,1.0,10.0,Low,,Good,6.0,16.0,High,Medium,Favorable,4.0
885539.0,2208529.0,80.0,Sunny,Low,2024-07-04,0.0,10.0,Low,Approved,Moderate,11.0,17.0,Low,Low,Favorable,
955853.0,4609759.0,494.0,Sunny,High,2025-09-07,0.0,16.0,Low,Approved,Poor,10.0,8.0,High,Medium,Unfavorable,1.0
103035.0,4136548.0,259.0,Snowy,Medium,2023-12-03,1.0,15.0,Low,Approved,Moderate,7.0,3.0,High,Low,Favorable,3.0
810560.0,2667877.0,85.0,Sunny,High,2025-11-03,,12.0,Low,Rejected,Moderate,9.0,,,Medium,Unfavorable,1.0
104157.0,3671106.0,476.0,Snowy,High,2023-08-26,1.0,7.0,Low,Approved,Poor,8.0,10.0,Medium,Medium,Unfavorable,
,3170789.0,189.0,Cloudy,,2025-01-26,0.0,2.0,Low,Approved,Poor,6.0,12.0,Low,Medium,Unfavorable,0.0
501295.0,1933192.0,97.0,Cloudy,Medium,2023-07-02,0.0,,,Pending,,11.0,1.0,,,Favorable,1.0
152581.0,1636525.0,192.0,Cloudy,Low,2024-06-10,,1.0,High,Pending,Moderate,11.0,17.0,Medium,,Neutral,4.0
714652.0,,91.0,Sunny,Medium,2023-12-19,1.0,4.0,Low,,Good,11.0,,,Medium,Unfavorable,4.0
168158.0,1046650.0,493.0,Rainy,,,1.0,3.0,Medium,Approved,Good,,8.0,High,High,Favorable,4.0
218409.0,2992253.0,220.0,Sunny,High,2024-10-10,0.0,3.0,High,Approved,Moderate,9.0,4.0,Low,Medium,Favorable,0.0
871790.0,1707129.0,287.0,Snowy,Low,2025-08-29,0.0,,Medium,,Good,11.0,9.0,Low,Low,Unfavorable,0.0
822871.0,2554851.0,441.0,Sunny,High,2024-06-04,0.0,5.0,Low,Rejected,Moderate,7.0,6.0,Low,Low,Unfavorable,2.0
203923.0,4233316.0,169.0,,Low,,1.0,17.0,High,Approved,Poor,10.0,13.0,Low,Medium,Unfavorable,1.0
639068.0,1035703.0,262.0,Cloudy,Medium,,0.0,7.0,Medium,Pending,Good,6.0,1.0,High,,,1.0
,,347.0,Sunny,Medium,2023-06-30,0.0,2.0,High,Approved,,8.0,7.0,,Low,Unfavorable,0.0
570624.0,1108883.0,221.0,Snowy,Medium,2023-07-27,0.0,5.0,Medium,Pending,Moderate,8.0,10.0,Low,Medium,Neutral,1.0
,1703888.0,201.0,Cloudy,High,2025-11-18,1.0,,Medium,Pending,Poor,7.0,4.0,High,Medium,Neutral,0.0
334228.0,4267683.0,360.0,Cloudy,Medium,,0.0,9.0,,Rejected,Poor,6.0,17.0,High,Low,Favorable,2.0
977363.0,3374850.0,304.0,Cloudy,Low,2024-11-10,0.0,,Medium,Approved,Good,10.0,6.0,Low,Low,,1.0
415812.0,1094254.0,227.0,Snowy,Medium,2023-01-16,0.0,17.0,,Pending,Good,11.0,4.0,Medium,High,Unfavorable,1.0
267038.0,765310.0,181.0,Snowy,High,2023-07-06,0.0,3.0,High,Approved,Poor,8.0,7.0,Low,Low,,2.0
236497.0,3393852.0,277.0,Snowy,High,2023-11-12,,1.0,High,Approved,Moderate,10.0,3.0,Medium,Low,Neutral,4.0
278543.0,2716772.0,,Cloudy,Low,2024-12-19,0.0,4.0,Low,Rejected,,11.0,,High,High,Unfavorable,2.0
365584.0,3647574.0,162.0,Sunny,Low,2024-04-29,0.0,2.0,Medium,Rejected,Moderate,,19.0,,High,,1.0
995889.0,4356633.0,269.0,Cloudy,High,2024-12-10,1.0,18.0,High,Pending,Moderate,9.0,,Low,,Neutral,4.0
,4449098.0,53.0,Rainy,,2024-01-13,0.0,1.0,Low,Rejected,Poor,10.0,5.0,Medium,Low,Unfavorable,0.0
462767.0,2496072.0,363.0,Rainy,High,2025-11-21,,19.0,Low,Rejected,Good,7.0,11.0,High,Low,Unfavorable,2.0
819641.0,4194757.0,211.0,Rainy,High,2023-04-17,0.0,7.0,High,Approved,Good,8.0,5.0,Medium,Medium,Favorable,2.0
257674.0,699845.0,116.0,Cloudy,,2024-02-18,0.0,11.0,Medium,Pending,Moderate,10.0,6.0,Low,High,Favorable,1.0
545788.0,3665478.0,135.0,Rainy,Medium,2024-04-24,1.0,13.0,Low,Pending,,8.0,17.0,Low,High,Favorable,1.0
759212.0,3709176.0,462.0,Snowy,Medium,2024-11-15,1.0,8.0,Medium,Pending,,11.0,18.0,High,Low,Unfavorable,0.0
582713.0,2396430.0,,,High,2025-06-16,0.0,9.0,High,Pending,Moderate,10.0,4.0,Low,Low,Neutral,1.0
,1368754.0,221.0,Rainy,Low,2025-04-14,0.0,8.0,Medium,Rejected,Good,8.0,1.0,Medium,Low,Neutral,1.0
,2654641.0,81.0,Snowy,High,2023-11-22,1.0,12.0,Low,Rejected,Moderate,7.0,,Low,Medium,Unfavorable,0.0
493889.0,3364849.0,311.0,Cloudy,Medium,2024-03-26,1.0,16.0,High,Pending,,10.0,15.0,Low,Medium,Unfavorable,3.0
811421.0,3026735.0,269.0,,High,2024-06-06,1.0,15.0,High,Approved,Good,10.0,13.0,Low,Low,Neutral,0.0
928515.0,,,Snowy,Medium,2025-12-28,0.0,8.0,High,Pending,Moderate,8.0,,Low,Medium,Neutral,
218920.0,4234868.0,124.0,Cloudy,High,2023-01-12,1.0,8.0,Low,Rejected,Poor,6.0,,Low,High,Favorable,0.0
362271.0,1221168.0,288.0,Rainy,High,2024-06-29,1.0,13.0,Medium,Pending,Good,,6.0,Low,Low,Neutral,0.0
138706.0,579163.0,,Sunny,Low,2024-06-25,1.0,13.0,,,Poor,7.0,18.0,Low,Medium,Neutral,
760548.0,2114081.0,273.0,Snowy,Medium,2025-10-31,0.0,12.0,High,Approved,Poor,11.0,2.0,Low,High,Neutral,2.0
743277.0,4872426.0,188.0,Rainy,Medium,2023-09-26,0.0,18.0,Low,Rejected,Good,6.0,14.0,Medium,High,Unfavorable,3.0
924826.0,835930.0,83.0,Snowy,High,2023-03-17,1.0,18.0,Medium,Approved,Moderate,8.0,3.0,Medium,Medium,Unfavorable,
267037.0,770634.0,56.0,,Low,2024-12-12,1.0,19.0,High,Rejected,Poor,,17.0,Low,High,Favorable,2.0
903829.0,4933715.0,256.0,Sunny,High,2023-09-12,0.0,10.0,High,Rejected,Poor,8.0,13.0,High,Low,Unfavorable,4.0
646554.0,4108402.0,472.0,Rainy,Medium,2024-07-31,0.0,17.0,Medium,,,8.0,1.0,Low,Low,Unfavorable,4.0
800414.0,2977966.0,337.0,Sunny,Low,2025-07-22,1.0,3.0,High,Pending,,9.0,13.0,,Medium,Unfavorable,1.0
818852.0,4408403.0,254.0,,Medium,2024-05-29,1.0,17.0,High,Approved,,10.0,13.0,High,Low,Favorable,4.0
322772.0,737264.0,183.0,Sunny,Low,2025-04-02,0.0,5.0,,Approved,Good,7.0,15.0,Medium,Medium,Favorable,0.0
967344.0,3553660.0,90.0,,Low,,0.0,5.0,,Rejected,,6.0,8.0,Medium,High,Unfavorable,1.0
968714.0,,416.0,Sunny,Low,2023-07-26,0.0,4.0,Medium,Pending,Moderate,8.0,15.0,Medium,Medium,,0.0
473812.0,1149886.0,330.0,,High,2023-08-17,0.0,18.0,Medium,Rejected,,8.0,6.0,Medium,High,Favorable,3.0
934695.0,3784639.0,393.0,Sunny,Low,2024-04-07,0.0,,Low,Pending,Moderate,11.0,,Low,Low,Unfavorable,1.0
644246.0,1075567.0,272.0,Cloudy,Medium,2024-05-09,1.0,,Low,Pending,Good,10.0,9.0,Low,Medium,Favorable,
645808.0,4730400.0,352.0,Rainy,High,2023-05-17,0.0,17.0,High,Rejected,Good,10.0,8.0,,Medium,Unfavorable,4.0
869807.0,691339.0,366.0,Cloudy,Medium,2025-04-15,1.0,9.0,Medium,Rejected,Good,11.0,15.0,Low,High,Neutral,4.0
581672.0,4419055.0,147.0,Cloudy,,2024-05-30,1.0,7.0,Low,Approved,Good,10.0,14.0,Low,High,Unfavorable,1.0
,4767399.0,160.0,Rainy,Medium,2025-06-03,1.0,1.0,High,Approved,Moderate,7.0,4.0,Low,High,Favorable,1.0
925324.0,,389.0,Snowy,Low,,1.0,15.0,High,Rejected,Moderate,8.0,7.0,High,Low,Unfavorable,1.0
295125.0,1476328.0,395.0,Sunny,High,2024-10-05,0.0,13.0,Low,Pending,Poor,11.0,1.0,Low,Low,Unfavorable,1.0
980402.0,3800196.0,297.0,Sunny,Low,2024-05-19,1.0,19.0,,Approved,Moderate,7.0,13.0,High,High,,3.0
363384.0,,76.0,Rainy,Medium,,0.0,2.0,High,Rejected,Good,,5.0,Low,High,Neutral,2.0
,3769766.0,387.0,Snowy,High,2024-11-29,0.0,2.0,Low,Pending,Good,7.0,13.0,Medium,Medium,Unfavorable,
151850.0,924475.0,369.0,Cloudy,High,2025-10-16,0.0,6.0,Medium,Approved,Good,8.0,,Low,Low,Unfavorable,4.0
698317.0,3197612.0,165.0,,High,2024-12-24,,11.0,High,Approved,,8.0,4.0,,Medium,Unfavorable,4.0
872820.0,3559562.0,246.0,Sunny,High,,0.0,8.0,Medium,Rejected,Good,,14.0,High,Low,Neutral,4.0
113368.0,3829876.0,342.0,Sunny,High,2025-07-13,0.0,15.0,High,,,10.0,15.0,High,,Favorable,3.0
916691.0,2983077.0,226.0,Rainy,,2025-07-13,0.0,15.0,Medium,Rejected,Poor,9.0,1.0,Medium,High,Unfavorable,2.0
334766.0,4932069.0,226.0,Rainy,Low,2023-05-26,0.0,,Low,Rejected,Poor,8.0,1.0,,Medium,Favorable,2.0
107086.0,4284248.0,329.0,Rainy,High,2025-02-28,1.0,3.0,High,Pending,,10.0,16.0,,Medium,Neutral,4.0
,4623843.0,258.0,Rainy,Low,2025-11-11,0.0,14.0,Low,Pending,Poor,6.0,5.0,Low,High,Unfavorable,2.0
948765.0,713489.0,257.0,Sunny,Medium,2024-04-25,0.0,13.0,,Pending,Poor,6.0,6.0,High,High,Unfavorable,1.0
492955.0,510111.0,399.0,,Medium,2023-02-22,0.0,11.0,High,Pending,Moderate,6.0,6.0,Low,High,Neutral,3.0
904485.0,634443.0,224.0,Snowy,High,2024-04-26,1.0,10.0,Medium,Pending,Moderate,7.0,,Medium,High,Favorable,2.0
891917.0,3640156.0,420.0,Snowy,Medium,2025-08-13,0.0,10.0,High,Approved,Good,6.0,13.0,Low,High,Favorable,3.0
398611.0,,53.0,Cloudy,Medium,2023-03-12,0.0,4.0,Low,Pending,Poor,6.0,5.0,High,Medium,Favorable,0.0
649451.0,1308715.0,,Rainy,High,2023-09-27,0.0,13.0,High,Rejected,Poor,7.0,5.0,Low,Medium,Favorable,3.0
595260.0,1037294.0,416.0,Snowy,Medium,2023-10-17,0.0,,Medium,Pending,Good,,13.0,Low,Medium,Neutral,4.0
462820.0,3465090.0,223.0,Sunny,High,2024-06-23,1.0,14.0,Medium,Pending,Poor,6.0,17.0,Low,,Neutral,4.0
846598.0,3670466.0,181.0,Rainy,Low,2023-11-21,1.0,16.0,Low,Rejected,Good,9.0,10.0,Low,Low,Neutral,3.0
455506.0,4557090.0,225.0,Snowy,High,2023-08-22,0.0,18.0,Low,Pending,Moderate,9.0,9.0,High,Low,Unfavorable,1.0
336043.0,1196328.0,355.0,Snowy,Low,,1.0,1.0,Medium,,Moderate,,13.0,Medium,Medium,Neutral,0.0
687642.0,903428.0,275.0,Snowy,Low,2024-09-12,,2.0,Low,Rejected,Moderate,6.0,16.0,Medium,Medium,Neutral,0.0
,1923941.0,455.0,,Medium,2024-05-28,0.0,6.0,Medium,,Poor,,2.0,Low,Medium,Favorable,4.0
